"FeatureName","ControlID","Description","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","Rationale","Recommendation","Automated","SupportsAutoFix","Tags"
"APIManagement","Azure_APIManagement_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Remove any excessive privileges granted on the API Management Service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' -RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
"APIManagement","Azure_APIManagement_Audit_Enable_Alerts","Metric alert rules must be configured for critical actions on API Management service","Moderate","No","No","Metric alert for occurrence of unauthorized gateway requests help the admin to identify security breach attempts.","To setup an alert rule: (1) Go to API management instance -> 'Alerts' -> 'New alert rule' -> 'Add condition' (2) Select Signal type as 'Metrics' -> Select 'Unauthorized Gateway Request' -> Select a. Operator = 'Greater Than' b. Aggregation type = 'Total' c. Threshold value = '0' and d. Aggregation granularity = '1 hour' (3) Select an existing Action Group or create a new one of type 'Email/SMS/Push/Voice'. Select 'Email' option and specify the email id. Please refer: https://docs.microsoft.com/en-us/azure/api-management/api-management-howto-use-azure-monitor#set-up-an-alert-rule-for-unauthorized-request.","Yes","No","SDL, TCP, Automated, Audit, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
"APIManagement","Azure_APIManagement_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","Run command: Set-AzDiagnosticSetting -ResourceId {'ResourceId'} -Enabled $true -StorageAccountId '{StorageAccountId}' -RetentionInDays 365 -RetentionEnabled $true. Alternatively, you can also change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal.","Yes","No","SDL, TCP, Diagnostics, Automated, Audit, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
"APIManagement","Azure_APIManagement_DP_Use_HTTPS_URL_Scheme","Backend API(s) must be accessible only over HTTPS via API Management service","Important","No","Yes","Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.","Run command: Set-AzApiManagementApi -Context {APIContextObject} -Protocols 'Https' -Name '{APIName}' -ApiId '{APIId}' -ServiceUrl '{ServiceURL}'. Run command : Get-AzApiManagementApi -Context '{APIContextObject}' to get the details of existing APIs. Refer https://docs.microsoft.com/en-us/powershell/module/az.apimanagement/set-azapimanagementapi","Yes","No","SDL, TCP, Automated, DP, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement, APIMAPIs"
"APIManagement","Azure_APIManagement_BCDR_Backup_Periodically","API Management service instance should be backed up periodically","Moderate","No","No","The service 'backup and restore' feature provides facility to recover from availability problems affecting the region where your API Management service is hosted.","Use REST APIs for 'backup and restore' operations. Refer https://docs.microsoft.com/en-us/azure/api-management/api-management-howto-disaster-recovery-backup-restore.","No","No","SDL, TCP, BCDR, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
"APIManagement","Azure_APIManagement_DP_Encrypt_Named_Values","'Named Values' that contain sensitive data must be encrypted by marking as 'secret'","Important","No","No","Encrypted 'Named Values' are stored securely by the Azure platform.","Run command: Set-AzApiManagementProperty -Secret $true -Context {APIContextObject} -Name '{PropertyDisplayName}' -PropertyId '{PropertyId}'. Refer https://docs.microsoft.com/en-us/azure/api-management/api-management-howto-properties. Example: https://docs.microsoft.com/en-us/azure/api-management/api-management-advanced-policies#example-11","Yes","No","SDL, TCP, Automated, DP, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
"APIManagement","Azure_APIManagement_DP_Use_Secure_TLS_Version","Ensure that only the most secure and up to date version of TLS is enabled on the API gateway","Important","No","No","TLS 1.2 is the latest and most secure protocol. Using 3DES Ciphers, TLS protocols (1.1 and 1.0) and SSL 3.0 exposes the API to meet-in-the-middle attack, chosen-plaintext or known-plaintext attacks.","Ensure that secure protocol versions are used between the client and the gateway *and* between the gateway and the backend APIs. Go to Azure Portal --> your API management instance --> Settings --> Protocol settings --> Turn OFF 3DES Ciphers, TLS protocols (1.1 and 1.0) and SSL 3.0 Protocols.","No","No","SDL, TCP, Manual, DP, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
"APIManagement","Azure_APIManagement_DP_Remove_Default_Products","Delete the two sample products 'Starter' and 'Unlimited' to avoid accidental exposure of APIs","Moderate","No","No","By default, each API Management instance comes with two sample products: Starter and Unlimited. Unless the access control of these sample products is being strictly regulated, associating APIs to these products stands the chance of exposing APIs to unauthenticated users.","To delete sample products go to Azure Portal --> your API management instance --> Products --> Select 'Starter'/'Unlimited' Product --> Delete.","Yes","No","SDL, TCP, Automated, DP, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement, APIMProducts"
"APIManagement","Azure_APIManagement_DP_Dont_Log_Sensitive_Header_Data","Any header containing sensitive data such as authorization token should not be logged in Application Insights","Moderate","No","No","APIM provides an option to log request and response headers in Application Insights. Any header containing sensitive data such as authorization token should not be logged. This minimizes the risk of data loss from physical theft and also helps meet regulatory compliance requirements.","Do not explicitly add header containing sensitive data while integrating Azure API Management with Azure Application Insights. Note: By default headers data is not logged. Please refer https://docs.microsoft.com/en-us/azure/api-management/api-management-howto-app-insights.","Yes","No","SDL, TCP, Automated, DP, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement, APIMAPIs"
"APIManagement","Azure_APIManagement_DP_Restrict_CORS_Access","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported","Moderate","No","No","CORS enables an operation or an API to allow cross-domain calls from browser-based clients. Using '*' (allow all) for CORS setting means that all cross-origin requests are allowed. Restricting allowed origins to the specific set that needs access aligns with the principle of least privilege.","For steps to add CORS policy to API's inbound policies please refer https://docs.microsoft.com/en-us/azure/api-management/api-management-cross-domain-policies#CORS. Note: No action is needed if you are not using CORS for your service.","Yes","No","SDL, TCP, Automated, DP, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement, APIMAPIs"
"APIManagement","Azure_APIManagement_AuthN_Verify_Delegated_Authentication","If delegated authentication is enabled, ensure that it is implemented securely","Important","No","Yes","Delegation allows you to use your existing website for handling developer sign-in/sign-up and subscription to products as opposed to using the built-in functionality in the developer portal. It is the API publisher's responsibility to ensure protection of user data.","If Delegation is enabled, APIM Publisher must take the responsibility of secure sign-in/sign-up, subscription to products and management of user data.","Yes","No","SDL, TCP, Automated, AuthN, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
"APIManagement","Azure_APIManagement_NetSec_Configure_Virtual_Network_For_APIM","Consider hosting APIM within a virtual network for improved isolation","Moderate","No","No","Azure Virtual Network (VNet) deployment provides enhanced security and isolation for API management instance, as well as backend service, access control policies, and other features to further restrict access.","Where feasible/practical, host the APIM and APIs within an isolated network. For steps to deploy Azure API Management inside a Virtual Network, refer: https://docs.microsoft.com/en-us/azure/api-management/api-management-using-with-vnet.","Yes","No","SDL, TCP, Automated, NetSec, PremiumSku, DeveloperSku, APIManagement"
"APIManagement","Azure_APIManagement_DP_Use_Custom_Domain_With_SSL","Custom domain with SSL binding must be configured for Proxy and Portal endpoints of Azure API Management instance","Moderate","No","No","Use of custom domain protects a backend service from common attacks such as phishing, session hijacking and other DNS-related attacks.","Go to Azure Portal --> your API management instance --> Settings --> Custom Domains and configure a custom domain for Proxy and Portal endpoint. Please refer: https://docs.microsoft.com/en-us/azure/api-management/configure-custom-domain. To configure custom domain using PowerShell please refer : https://docs.microsoft.com/en-us/azure/api-management/scripts/powershell-setup-custom-domain","No","No","SDL, TCP, Manual, DP, DeveloperSku, BasicSku, StandardSku, PremiumSku, APIManagement"
